speciesCode,english_name,spanish_name,scientific_name,target_species,iconic_species,tour_visibility,tour_fit,target_difficulty,photography_difficulty,best_time_of_day,best_months,habitat_primary,habitat_secondary,elevation_min_m,elevation_max_m,route_cluster_primary,route_cluster_secondary,primary_hotspot_name,primary_hotspot_ebird_loc_id,secondary_hotspot_name,secondary_hotspot_ebird_loc_id,walking_level,access_level,reliability_score_manual,rarity_score_manual,photography_score_manual,opportunity_weight_manual,pricing_complexity,custom_tour_priority,half_day_visibility_note_en,half_day_visibility_note_es,full_day_visibility_note_en,full_day_visibility_note_es,guide_notes_en,guide_notes_es,internal_notes,needs_review,ebird_enabled,active
gobpuf1,Golden-breasted Puffleg,Calzadito de Mosquera,Eriocnemis mosquera,TRUE,FALSE,full_day,full_day,moderate,moderate,early_morning,year_round; check recent activity before confirming,"gardens, feeders, and forest edge",cloud forest understory,1600,2400,tandayapa_bellavista,,guide review route area,,,,moderate,moderate,68,55,65,1,standard,medium,"Best treated as a target bird only when route, recent activity, and timing are favorable.","Mejor tratarla como ave objetivo solo cuando la ruta, actividad reciente y horario son favorables.","Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: tandayapa_bellavista. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: tandayapa_bellavista. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=102. Needs MBW guide review for final positioning.,FALSE,TRUE,TRUE
shisun1,Shining Sunbeam,Colibrí Cobrizo,Aglaeactis cupripennis,TRUE,FALSE,half_day,half_day,moderate,moderate,early_morning,year_round,cloud forest,forest edge and mixed habitat,1200,1700,mindo_town,,Alambi Reserve,,,,easy,easy,65,50,60,1,standard,medium,Good fit for a focused half-day route when active nearby.,Buena opción para una ruta enfocada de medio día cuando está activo cerca.,Can be included if nearby activity is strong.,Puede incluirse si la actividad cercana es fuerte.,Starter enrichment batch. Review recent eBird activity and local access before quoting. Suggested route: Mindo Town and Nearby Gardens.,Enriquecimiento inicial. Revisar actividad reciente en eBird y acceso local antes de cotizar. Ruta sugerida: Pueblo de Mindo y Jardines Cercanos.,Added in 2026-06-20 next-batch enrichment; needs guide review for final tuning.,TRUE,TRUE,TRUE
gresap1,Great Sapphirewing,Colibrí Aliazul,Pterophanes cyanopterus,TRUE,FALSE,full_day,full_day,moderate,moderate,early_morning,year_round; check recent activity before confirming,cloud forest and forest edge,Mindo route habitat,1250,1900,rio_nambillo,,guide review route area,,,,moderate,moderate,68,55,65,1,standard,high,"Best treated as a target bird only when route, recent activity, and timing are favorable.","Mejor tratarla como ave objetivo solo cuando la ruta, actividad reciente y horario son favorables.","Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: rio_nambillo. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: rio_nambillo. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=112. Needs MBW guide review for final positioning.,FALSE,TRUE,TRUE
esmwoo2,Esmeraldas Woodstar,Colibrí de Esmeraldas,Chaetocercus berlepschi,TRUE,FALSE,custom_only,custom_private,specialist,hard,early_morning,year_round; check recent activity before confirming,"gardens, feeders, and forest edge",cloud forest understory,500,1500,mashpi_road,,guide review route area,,,,hard,hard,34,96,42,1,premium_plus,high,"Best treated as a target bird only when route, recent activity, and timing are favorable.","Mejor tratarla como ave objetivo solo cuando la ruta, actividad reciente y horario son favorables.","Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: mashpi_road. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: mashpi_road. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=115. Needs MBW guide review for final positioning.,TRUE,TRUE,TRUE
sora,Sora,Polluela Sora,Porzana carolina,TRUE,FALSE,full_day,full_day,moderate,easy,morning,year_round,cloud forest trails and forest edge,riparian forest and mixed flocks,,,rio_nambillo,,Recent hotspot to review,,,,moderate,moderate,60,45,75,65,standard,medium,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Rio Nambillo and Forest Trails.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Rio Nambillo y Senderos de Bosque.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
slccoo1,Slate-colored Coot,Focha Andina,Fulica ardesiaca,TRUE,FALSE,full_day,full_day,moderate,easy,morning,year_round,cloud forest trails and forest edge,riparian forest and mixed flocks,,,rio_nambillo,,Recent hotspot to review,,,,moderate,moderate,60,45,75,65,standard,medium,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Rio Nambillo and Forest Trails.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Rio Nambillo y Senderos de Bosque.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
colplo1,Collared Plover,Chorlitejo de Azara,Anarhynchus collaris,TRUE,FALSE,full_day,full_day,moderate,easy,morning,year_round,cloud forest trails and forest edge,riparian forest and mixed flocks,,,rio_nambillo,,Recent hotspot to review,,,,moderate,moderate,60,45,75,65,standard,medium,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Rio Nambillo and Forest Trails.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Rio Nambillo y Senderos de Bosque.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
rubsee2,Rufous-bellied Seedsnipe,Agachona Grande,Attagis gayi,TRUE,FALSE,full_day,full_day,moderate,easy,morning,year_round,cloud forest trails and forest edge,riparian forest and mixed flocks,,,rio_nambillo,,Recent hotspot to review,,,,moderate,moderate,60,45,75,65,standard,medium,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Rio Nambillo and Forest Trails.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Rio Nambillo y Senderos de Bosque.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
impsni1,Imperial Snipe,Agachadiza Imperial,Gallinago imperialis,TRUE,FALSE,full_day,full_day,moderate,easy,morning,year_round,cloud forest trails and forest edge,riparian forest and mixed flocks,,,rio_nambillo,,Recent hotspot to review,,,,moderate,moderate,60,45,75,65,standard,medium,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Rio Nambillo and Forest Trails.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Rio Nambillo y Senderos de Bosque.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
nobsni1,Noble Snipe,Agachadiza Noble,Gallinago nobilis,TRUE,FALSE,full_day,full_day,moderate,easy,morning,year_round,cloud forest trails and forest edge,riparian forest and mixed flocks,,,rio_nambillo,,Recent hotspot to review,,,,moderate,moderate,60,45,75,65,standard,medium,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Rio Nambillo and Forest Trails.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Rio Nambillo y Senderos de Bosque.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
redpha1,Red Phalarope,Falaropo Picogrueso,Phalaropus fulicarius,TRUE,FALSE,full_day,full_day,moderate,easy,morning,year_round,cloud forest trails and forest edge,riparian forest and mixed flocks,,,rio_nambillo,,Recent hotspot to review,,,,moderate,moderate,60,45,75,65,standard,medium,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Rio Nambillo and Forest Trails.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Rio Nambillo y Senderos de Bosque.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
lesyel,Lesser Yellowlegs,Archibebe Patigualdo Chico,Tringa flavipes,TRUE,TRUE,custom_only,custom_private,specialist,hard,dawn_or_dusk,year_round,cloud forest,forest edge and mixed habitat,1600,2400,tandayapa_bellavista,,Bellavista Cloud Forest Lodge,,,,moderate,moderate,35,90,40,1,premium_plus,high,Possible only when recent activity and access align.,Posible solo cuando la actividad reciente y el acceso coinciden.,Better with a full day or private route flexibility.,Mejor con un día completo o una ruta privada flexible.,Starter enrichment batch. Review recent eBird activity and local access before quoting. Suggested route: Tandayapa and Bellavista Corridor.,Enriquecimiento inicial. Revisar actividad reciente en eBird y acceso local antes de cotizar. Ruta sugerida: Corredor Tandayapa y Bellavista.,Added in 2026-06-20 next-batch enrichment; needs guide review for final tuning.,TRUE,TRUE,TRUE
leasan,Least Sandpiper,Correlimos Menudillo,Calidris minutilla,TRUE,FALSE,full_day,full_day,moderate,easy,morning,year_round,"rivers, streams, wetlands, and open water edges",riparian forest and open country,,,rio_nambillo,,Recent hotspot to review,,,,moderate,moderate,60,45,75,65,standard,medium,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Rio Nambillo and Forest Trails.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Rio Nambillo y Senderos de Bosque.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
